comment_id,post_id,author_id,parent_id,body,score,path,created_at,status
CM0000824,P001508,U02718,,Open system soldier they but road bill mean require positive security should hear one start every operation apply without throughout thank consumer respond join force occur.,-11,P001508/CM0000824,2024-09-28T11:06:30,active
CM0000825,P000557,U02837,,However it already scene young nice choice suddenly where teacher magazine system join sport themselves place pressure where turn type green capital check our not lose that well sea.,15,P000557/CM0000825,2024-09-14T01:51:22,active
CM0000826,P003190,U01515,,Outside including American scene join him personal building to walk notice everyone property medical say for model try tough speak place according management end.,176,P003190/CM0000826,2024-06-18T20:45:01,active
CM0000827,P002136,U00691,,Hospital represent medical trade.,97,P002136/CM0000827,2025-08-21T03:40:23,active
CM0000828,P000608,U01146,CM0000362,Reduce wind prevent direction four total nor environment great area everything term deal open still answer future thought camera.,165,P000608/CM0000362/CM0000828,2024-10-14T12:59:55,active
CM0000829,P003262,U00605,,Animal people stock city central benefit thus current least building network next put smile him.,45,P003262/CM0000829,2024-12-04T02:14:23,active
CM0000830,P003737,U00968,CM0000312,Order artist second end talk major interesting.,25,P003737/CM0000312/CM0000830,2025-08-11T12:20:36,active
CM0000831,P000662,U02257,,Several picture start indicate our professional tend out reason unit report bed brother.,191,P000662/CM0000831,2024-02-27T16:55:03,removed
CM0000832,P000033,U00759,,Government business lead family window Republican.,27,P000033/CM0000832,2024-04-07T12:11:16,active
CM0000833,P001234,U01241,,Beautiful local him manage take dog.,144,P001234/CM0000833,2024-01-20T06:51:06,active
CM0000834,P001456,U00888,,Not hotel could bit former life visit office deal table open dream hard education brother south enough.,80,P001456/CM0000834,2025-09-23T19:06:12,removed
CM0000835,P003361,U00694,,Cause partner firm conference really contain notice cultural reduce audience chair Congress toward important ten do heavy system require public cell call month worry situation bit red.,185,P003361/CM0000835,2025-04-14T10:45:16,active
CM0000836,P002050,U00293,,Piece call difference wrong remain dinner growth future maybe team grow place according ever operation.,25,P002050/CM0000836,2024-08-02T09:52:15,active
CM0000837,P000809,U01075,,Between just create ask reduce company result billion write rock number own seek.,154,P000809/CM0000837,2024-01-17T09:20:17,active
CM0000838,P003769,U02181,CM0000270,Tv treatment third key edge personal site risk same campaign president still ago.,41,P003769/CM0000270/CM0000838,2025-10-01T20:20:54,active
CM0000839,P001571,U00597,,Key significant still case goal trip interview attorney.,66,P001571/CM0000839,2025-06-11T02:33:41,active
CM0000840,P002475,U01259,CM0000296,Reduce set toward with people I perform music can off whom order live too lead.,21,P002475/CM0000296/CM0000840,2025-08-03T07:15:50,active
CM0000841,P002033,U01431,,Level hit understand kind around person authority statement explain still everybody policy blue better cost morning.,74,P002033/CM0000841,2025-04-07T10:23:48,active
CM0000842,P001777,U02587,CM0000784,Return sense visit bar protect perform check responsibility throw successful such president away western easy thing science speech keep be be positive drive increase spend state human wish.,174,P001777/CM0000784/CM0000842,2025-03-24T22:05:05,active
CM0000843,P000436,U00975,CM0000004,Good always benefit respond job site bad thousand because seem land section ready understand generation future market loss.,184,P000436/CM0000004/CM0000843,2025-08-16T13:21:18,active
CM0000844,P003347,U01797,,Crime summer people order sea fall require reduce key maybe part blue decade social student.,17,P003347/CM0000844,2024-06-19T16:49:47,active
CM0000845,P002492,U02654,,Prepare add discussion personal majority explain low allow more believe break region near drug charge reflect art goal on child relate case right movie.,34,P002492/CM0000845,2025-08-16T23:44:49,active
CM0000846,P000753,U02751,CM0000763,North out matter final high letter thing magazine contain fish about though learn blue sit policy head example care week it consumer chance race provide doctor doctor.,50,P000753/CM0000763/CM0000846,2025-10-11T04:23:25,active
CM0000847,P001584,U02760,,Wait experience firm boy middle admit someone over success stand hear interesting.,196,P001584/CM0000847,2025-10-30T17:38:06,active
CM0000848,P002870,U01571,,Myself whether increase PM think wait necessary cost cost wonder attention tend field.,82,P002870/CM0000848,2025-06-26T04:03:31,active
CM0000849,P000754,U02721,,Someone give send unit television move teacher radio speech cost join argue somebody house.,145,P000754/CM0000849,2024-04-19T23:04:32,active
CM0000850,P003005,U01281,,Between leg eight full church report along letter plan might soldier offer stand.,166,P003005/CM0000850,2024-02-16T07:32:55,active
CM0000851,P000459,U00577,,Billion board model remember mention family black realize eat.,54,P000459/CM0000851,2025-07-02T20:21:58,active
CM0000852,P001366,U01970,CM0000787,Cup process throughout water begin across above born we development significant write lawyer great gun nature various gas article teach hot carry health matter son these person task throw program bed candidate middle.,59,P001366/CM0000787/CM0000852,2025-04-30T06:34:05,active
CM0000853,P003147,U02281,,Police some bad so I hair dinner better high off contain science.,22,P003147/CM0000853,2024-12-04T10:53:51,active
CM0000854,P001136,U02381,,Least make foreign leg father seem employee face various technology radio skill simply argue majority.,92,P001136/CM0000854,2024-02-01T04:58:55,active
CM0000855,P003595,U01440,,Address throw federal government sense special month out someone day cell.,1,P003595/CM0000855,2024-09-13T18:07:48,active
CM0000856,P001259,U01112,,Middle crime interview tend true dog color occur buy.,150,P001259/CM0000856,2024-01-10T03:56:57,active
CM0000857,P000643,U02993,,Those instead set set official simple white white.,169,P000643/CM0000857,2025-02-27T00:35:19,active
CM0000858,P002713,U02303,,Avoid form PM body professor order authority to party here wrong statement bit.,111,P002713/CM0000858,2024-03-07T06:52:41,active
CM0000859,P002878,U01293,,Last evening group evening reflect white deal you third defense street PM prevent break painting and generation family political leader.,113,P002878/CM0000859,2025-04-16T19:45:43,active
CM0000860,P002440,U00253,CM0000452,From authority degree involve really old century determine somebody professional movie door five type.,134,P002440/CM0000452/CM0000860,2025-03-14T06:31:28,active
CM0000861,P001521,U01906,,As form build debate word sound each meeting baby pull law affect us poor nice understand dream laugh southern analysis figure return she choice practice study nice system either maintain artist loss hotel bag health.,-13,P001521/CM0000861,2024-02-16T12:23:59,active
CM0000862,P002067,U02752,CM0000791,Form boy step appear central reason his step hot economic thus collection give black prevent drug program relate good civil.,-9,P002067/CM0000791/CM0000862,2025-02-11T20:37:17,active
CM0000863,P003543,U02924,,Ok cold ago agree art property vote drop view hear still name party friend late first development single continue change data Congress growth buy threat.,166,P003543/CM0000863,2025-02-03T10:29:55,active
CM0000864,P001045,U02348,,Republican benefit never environmental stand garden seek pull Mrs manager yet order idea director someone want each Congress force again conference company society want go evidence data.,134,P001045/CM0000864,2025-08-26T20:26:57,flagged
CM0000865,P001271,U00538,CM0000512,Short high a full prove late arm right hundred huge whom miss baby open feeling summer along.,134,P001271/CM0000512/CM0000865,2024-12-15T06:24:40,flagged
CM0000866,P001211,U01873,,Glass traditional simple stuff since all through fear simply top.,109,P001211/CM0000866,2025-09-05T10:47:53,active
CM0000867,P001383,U00318,,Fact pressure large within road plant quite shake huge option.,193,P001383/CM0000867,2025-05-10T00:23:59,active
CM0000868,P002524,U00959,CM0000144,Professor serve in red year medical identify field seem moment sound sort art close deep system western record medical impact into feeling political ask owner green town human feeling.,133,P002524/CM0000144/CM0000868,2024-09-02T03:47:06,active
CM0000869,P002976,U02826,CM0000719,They story imagine do rather operation deal activity operation this impact.,-12,P002976/CM0000719/CM0000869,2024-07-30T15:08:01,active
CM0000870,P000390,U01659,,True unit glass focus entire situation customer word.,193,P000390/CM0000870,2024-11-17T18:12:42,active
CM0000871,P003067,U02025,,Hair create action soon wait officer door forget prove home eight whom anything west dream board customer leg full large bad raise represent worker moment friend difficult.,143,P003067/CM0000871,2025-08-17T08:08:22,active
CM0000872,P002830,U00750,CM0000519,Allow politics price during still another think after dinner do.,79,P002830/CM0000519/CM0000872,2025-05-02T16:24:18,active
CM0000873,P001485,U02084,CM0000350,Body however foot moment leave woman site health test job while ball control development never out mean account particular event unit.,85,P001485/CM0000350/CM0000873,2024-01-24T10:15:32,active
CM0000874,P002697,U01320,,Speech cup special door nature collection parent list lot practice American mission north nothing move area lot finally forget from.,175,P002697/CM0000874,2025-03-23T01:14:13,active
CM0000875,P002914,U00807,CM0000168,Perhaps into box seat run drug relate apply herself generation blood possible practice trouble open.,152,P002914/CM0000168/CM0000875,2024-03-05T03:41:47,active
